07/05/2025,Piaui Materiais de Construcoes,00307868,500006,Venda Parcelada,05/04/2025,0104,00000020.96,00000000.94,00000020.02
07/05/2025,Piaui Materiais de Construcoes,00307868,500005,Venda Parcelada,05/04/2025,0110,00000093.42,000000004.2,00000089.22
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda Parcelada,21/10/2024,0606,00000103.42,00000004.67,00000098.75
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,22/11/2024,0506,000000246.4,00000011.08,00000235.32
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda Parcelada,23/11/2024,0506,00000160.71,00000007.23,00000153.48
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,25/01/2025,0305,00000246.62,00000011.09,00000235.53
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda Parcelada,27/02/2025,0202,00000473.18,00000021.29,00000451.89
02/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda Parcelada,31/03/2025,0103,000000044.8,00000002.01,00000042.79
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,3,Venda Parcelada,24/10/2024,0606,00000097.83,000000004.4,00000093.43
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,4,Venda Parcelada,24/10/2024,0606,00000231.95,00000010.47,00000221.48
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,25/10/2024,0606,00000071.29,00000003.24,00000068.05
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,26/11/2024,0505,00000060.68,00000002.76,00000057.92
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,26/12/2024,0405,000000046.5,00000002.09,00000044.41
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500004,Venda Parcelada,29/01/2025,0306,00000233.55,000000010.5,00000223.05
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda Parcelada,29/01/2025,0310,00000050.16,00000002.25,00000047.91
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,28/02/2025,0202,00000113.44,000000005.1,00000108.34
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda Parcelada,01/03/2025,0210,00000033.16,00000001.49,00000031.67
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda Parcelada,01/04/2025,0103,00000024.73,00000001.11,00000023.62
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,01/04/2025,0110,00000065.39,00000002.94,00000062.45
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda,02/04/2025,0101,00000030.25,00000001.21,00000029.04
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,4,Venda,02/04/2025,0101,00000158.95,00000006.35,000000152.6
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,7,Venda,02/04/2025,0101,00000157.89,00000006.31,00000151.58
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,CV****,Estorno Venda Vista,02/04/2025,0101,-0000158.95,00000000000,-0000158.95
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,CV****,Estorno de Comissao,02/04/2025,0101,00000006.35,00000000000,00000006.35
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,8,Venda Parcelada,02/04/2025,0102,00000037.72,00000001.69,00000036.03
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda,03/04/2025,0101,00000041.69,00000001.66,00000040.03
05/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,03/04/2025,0103,00000046.18,00000002.07,00000044.11
05/05/2025,Piaui Materiais de Construcoes LTDA,,,Aluguel POS 1263,,0101,00000000000,00000000000,00000000000
05/05/2025,Piaui Materiais de Construcoes LTDA,,,Aluguel POS 0816,,0101,-0000000050,00000000000,-0000000050
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,5,Venda Parcelada,27/11/2024,0506,00000159.85,00000007.19,00000152.66
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda Parcelada,30/01/2025,0303,00000056.32,00000002.54,00000053.78
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,3,Venda Parcelada,30/01/2025,0310,00000069.48,00000003.12,00000066.36
